user_id,item_id,feedback,timestamp
0,2530,1,978300019
0,998,1,978300055
0,1329,1,978300055
0,803,1,978300055
0,1396,1,978300172
0,2685,1,978300275
0,2218,1,978300719
0,937,1,978300719
0,924,1,978300760
0,222,1,978300760
0,714,1,978301368
0,526,1,978301398
0,2119,1,978301570
0,1496,1,978301590
0,1560,1,978301619
0,2465,1,978301713
0,733,1,978301752
0,816,1,978301753
0,1497,1,978301753
0,1550,1,978301777
0,124,1,978301777
0,809,1,978301777
0,864,1,978301953
0,1015,1,978302039
0,2211,1,978302039
0,2180,1,978302091
0,974,1,978302091
0,2308,1,978302124
0,463,1,978302149
0,2474,1,978302174
0,2205,1,978302188
0,810,1,978302205
0,515,1,978302268
0,1876,1,978302281
0,1200,1,978824139
0,460,1,978824195
0,516,1,978824268
0,510,1,978824268
0,0,1,978824268
0,1835,1,978824291
0,1784,1,978824291
0,627,1,978824291
0,1213,1,978824330
1,928,1,978298124
1,940,1,978298151
1,1021,1,978298261
1,2331,1,978298372
1,955,1,978298391
1,924,1,978298413
1,272,1,978298413
1,2258,1,978298434
1,2401,1,978298434
1,1480,1,978298458
1,937,1,978298478
1,514,1,978298517
1,2455,1,978298517
1,2735,1,978298542
1,1419,1,978298542
1,449,1,978298542
1,1966,1,978298600
1,1595,1,978298625
1,2406,1,978298625
1,98,1,978298625
1,2501,1,978298652
1,975,1,978298652
1,2465,1,978298673
1,1069,1,978298709
1,926,1,978298730
1,1492,1,978298750
1,1488,1,978298775
1,715,1,978298775
1,1394,1,978298813
1,1497,1,978298813
1,2738,1,978298814
1,1367,1,978298841
1,987,1,978298841
1,1489,1,978298841
1,2723,1,978298924
1,2631,1,978298958
1,2823,1,978298958
1,2431,1,978299000
1,226,1,978299026
1,512,1,978299083
1,2434,1,978299120
1,1490,1,978299200
1,1736,1,978299220
1,770,1,978299269
1,1717,1,978299297
1,1762,1,978299297
1,1136,1,978299297
1,2575,1,978299321
1,863,1,978299386
1,880,1,978299418
1,974,1,978299418
1,919,1,978299620
1,1196,1,978299620
1,1874,1,978299641
1,309,1,978299686
1,511,1,978299773
1,1560,1,978299773
1,2021,1,978299773
1,394,1,978299773
1,1247,1,978299809
1,414,1,978299809
1,137,1,978299809
1,333,1,978299809
1,2693,1,978299809
1,302,1,978299839
1,1191,1,978299839
1,1833,1,978299861
1,1078,1,978299889
1,549,1,978299913
1,321,1,978300002
1,1535,1,978300100
2,2258,1,978297039
2,1503,1,978297068
2,1496,1,978297095
2,994,1,978297396
2,1086,1,978297419
2,1087,1,978297419
2,2888,1,978297419
2,512,1,978297439
2,222,1,978297512
2,926,1,978297539
2,2270,1,978297539
2,927,1,978297570
2,928,1,978297570
2,2516,1,978297570
2,940,1,978297600
2,1019,1,978297600
2,1693,1,978297600
2,414,1,978297690
2,1252,1,978297710
2,552,1,978297757
2,596,1,978297757
2,1539,1,978297757
2,1942,1,978297777
2,1643,1,978297777
2,825,1,978297805
2,483,1,978297837
2,2157,1,978297867
2,890,1,978298079
2,2696,1,978298147
2,1099,1,978298147
2,1032,1,978298166
2,846,1,978298296
2,987,1,978298296
2,1835,1,978298430
2,2806,1,978298459
3,864,1,978293964
3,2735,1,978294008
3,414,1,978294008
3,222,1,978294199
3,928,1,978294199
3,1092,1,978294199
3,2335,1,978294230
3,2119,1,978294230
3,931,1,978294230
3,1845,1,978294230
3,1560,1,978294230
3,944,1,978294260
3,2693,1,978294260
3,2918,1,978294260
3,968,1,978294260
3,2339,1,978294282
4,703,1,978241072
4,714,1,978241072
4,978,1,978241112
4,2258,1,978241390
4,2376,1,978241556
4,2187,1,978241981
4,1835,1,978241981
4,2302,1,978241981
4,2390,1,978242016
4,2042,1,978242323
4,2343,1,978242541
4,1815,1,978242607
4,2028,1,978242607
4,1803,1,978242640
4,1868,1,978242679
4,708,1,978242740
4,2145,1,978242788
4,1183,1,978242977
4,2119,1,978242977
4,2012,1,978242977
4,1873,1,978243054
4,2125,1,978243085
4,1819,1,978243121
4,2366,1,978243170
4,823,1,978244114
4,2445,1,978244114
4,943,1,978244177
4,526,1,978244177
4,514,1,978244177
4,252,1,978244177
4,48,1,978244205
4,856,1,978244205
4,923,1,978244493
4,2021,1,978244493
4,691,1,978244493
4,585,1,978244493
4,777,1,978244540
4,149,1,978244568
4,1780,1,978244568
4,32,1,978244603
4,491,1,978244603
4,1336,1,978244603
4,136,1,978244624
4,1277,1,978244667
4,39,1,978244692
4,908,1,978244759
4,594,1,978244759
4,1782,1,978244808
4,1140,1,978244830
4,905,1,978244852
4,2513,1,978244852
4,2587,1,978244893
4,31,1,978244962
4,1192,1,978245037
4,2580,1,978245065
4,28,1,978245065
4,862,1,978245065
4,1266,1,978245314
4,675,1,978245334
4,1340,1,978245334
4,1807,1,978245445
4,2286,1,978245445
4,1195,1,978245513
4,1355,1,978245513
4,1186,1,978245568
4,1429,1,978245568
4,1097,1,978245645
4,1247,1,978245645
4,1338,1,978245740
4,1335,1,978245763
4,443,1,978245829
4,301,1,978245863
4,449,1,978245891
4,1326,1,978245891
4,440,1,978245999
4,330,1,978245999
4,1220,1,978245999
4,1457,1,978246162
4,1438,1,978246426
4,1905,1,978246450
5,2435,1,978236075
5,1539,1,978236122
5,707,1,978236122
5,821,1,978236219
5,2790,1,978236219
5,16,1,978236383
5,1135,1,978236383
5,1609,1,978236567
5,2915,1,978236567
5,1299,1,978236567
5,2216,1,978236612
5,855,1,978236670
5,2762,1,978236670
5,867,1,978236670
5,1884,1,978236670
5,919,1,978236771
5,1874,1,978236809
5,497,1,978236876
5,0,1,978237008
5,2348,1,978237273
5,657,1,978237444
5,32,1,978237444
5,510,1,978237511
5,516,1,978237511
5,170,1,978237570
5,1213,1,978237570
5,1310,1,978237570
5,317,1,978237570
5,46,1,978237570
5,811,1,978237691
5,1088,1,978237691
5,816,1,978237767
5,2841,1,978237767
5,1482,1,978237767
5,709,1,978237767
5,809,1,978237767
5,336,1,978237909
5,227,1,978237909
5,321,1,978237909
5,2437,1,978238036
5,2823,1,978238195
5,2965,1,978238195
5,2792,1,978238230
5,2685,1,978238230
5,2857,1,978238256
5,2814,1,978238288
5,2933,1,978238371
5,715,1,978238851
6,998,1,978234581
6,414,1,978234607
6,380,1,978234632
6,926,1,978234632
6,951,1,978234659
6,549,1,978234737
6,1530,1,978234737
6,2965,1,978234737
6,1560,1,978234786
6,394,1,978234786
6,98,1,978234786
6,511,1,978234786
6,1247,1,978234786
6,2021,1,978234786
6,2306,1,978234842
6,5,1,978234842
6,596,1,978234842
6,409,1,978234842
6,1220,1,978234842
6,2576,1,978234874
6,671,1,978234874
6,1833,1,978234874
6,333,1,978234874
6,1218,1,978234874
7,940,1,978228789
7,99,1,978228832
7,703,1,978228882
7,2747,1,978228882
7,1218,1,978228960
7,414,1,978228960
7,2585,1,978229138
7,2119,1,978229138
7,511,1,978229138
7,1560,1,978229138
7,2306,1,978229172
7,2021,1,978229172
7,98,1,978229172
7,330,1,978229204
7,1905,1,978229204
7,486,1,978229204
7,2587,1,978229204
7,137,1,978229246
7,2467,1,978229246
7,1220,1,978229293
7,1452,1,978229293
7,2576,1,978229347
7,302,1,978229347
7,2124,1,978229347
7,244,1,978229391
7,24,1,978229477
7,993,1,978229524
7,1874,1,978229524
7,16,1,978229571
7,226,1,978229571
7,1341,1,978229614
7,1098,1,978229702
7,1782,1,978229702
7,1267,1,978229702
7,2258,1,978229817
7,943,1,978229817
7,252,1,978229857
7,460,1,978229857
7,526,1,978229857
7,1322,1,978229900
7,1812,1,978229900
7,34,1,978230013
7,1336,1,978230013
7,1153,1,978230052
7,15,1,978230095
7,2113,1,978230152
7,491,1,978230184
7,290,1,978230248
7,54,1,978230286
7,67,1,978230286
7,1298,1,978230356
7,2566,1,978230391
7,1113,1,978230391
7,878,1,978230391
7,2501,1,978230550
7,1919,1,978230550
7,1399,1,978230577
7,124,1,978230611
7,458,1,978230611
7,1302,1,978230649
7,2465,1,978230666
7,13,1,978230756
7,1329,1,978230800
7,1069,1,978230800
7,1305,1,978230852
7,2530,1,978230852
7,1280,1,978230886
7,551,1,978230943
7,215,1,978230943
7,1229,1,978230943
7,23,1,978230966
7,230,1,978231121
7,125,1,978231150
7,401,1,978231173
7,2579,1,978231571
7,1396,1,978231592
7,227,1,978231614
7,195,1,978231637
7,1319,1,978231659
7,2786,1,978231687
7,95,1,978232056
7,808,1,978232203
7,1002,1,978233462
8,2963,1,978224859
8,1496,1,978224859
8,707,1,978224879
8,940,1,978224893
8,951,1,978224908
8,460,1,978225303
8,514,1,978225314
8,943,1,978225314
8,894,1,978225333
8,2258,1,978225333
8,48,1,978225333
8,1035,1,978225429
8,2119,1,978225429
8,2685,1,978225570
8,2998,1,978225581
8,2856,1,978225671
8,2606,1,978225686
8,272,1,978225883
8,590,1,978225898
8,603,1,978225898
8,526,1,978225898
8,1560,1,978225908
8,1254,1,978225924
8,1322,1,978225924
8,0,1,978225952
8,2474,1,978225952
8,856,1,978225968
8,953,1,978225968
8,2021,1,978225984
8,2180,1,978225984
8,394,1,978226006
8,136,1,978226023
8,24,1,978226041
8,1835,1,978226054
8,1808,1,978226066
8,993,1,978226066
8,2501,1,978226081
8,45,1,978226093
8,1267,1,978226109
8,1175,1,978226123
8,2343,1,978226123
8,190,1,978226165
8,1459,1,978226165
8,2573,1,978226165
8,1692,1,978226197
8,1070,1,978226207
8,2575,1,978226216
8,1224,1,978226233
8,1153,1,978226248
8,1329,1,978226248
8,622,1,978226248
8,834,1,978226261
8,256,1,978226277
8,1363,1,978226291
8,2286,1,978226291
8,1305,1,978226302
8,777,1,978226328
8,1457,1,978226368
8,512,1,978226434
8,414,1,978226448
8,1790,1,978226463
8,1762,1,978226495
8,462,1,978226564
8,302,1,978226564
8,458,1,978226599
8,15,1,978226599
8,1280,1,978226619
9,518,1,978224375
9,1483,1,978224400
9,940,1,978224400
9,1010,1,978224549
9,1798,1,978224549
9,2963,1,978224549
9,2205,1,978224705
9,414,1,978224705
9,2506,1,978224705
9,1199,1,978224749
9,1662,1,978224779
9,2089,1,978224779
9,2892,1,978224779
9,1877,1,978224821
9,549,1,978224925
9,2532,1,978225033
9,2747,1,978225050
9,2685,1,978225070
9,934,1,978225456
9,2180,1,978225541
9,894,1,978225541
9,714,1,978225561
9,928,1,978225630
9,473,1,978225630
9,963,1,978225630
9,2408,1,978225682
9,1021,1,978225682
9,1788,1,978225682
9,998,1,978225735
9,1019,1,978225735
9,2474,1,978225759
9,1030,1,978225779
9,944,1,978225800
9,846,1,978225800
9,847,1,978225824
9,945,1,978225824
9,98,1,978225853
9,510,1,978225900
9,1006,1,978225922
9,2308,1,978225922
9,748,1,978225922
9,2138,1,978225952
9,1022,1,978225952
9,2376,1,978226026
9,809,1,978226068
9,2605,1,978226103
9,511,1,978226128
9,1818,1,978226165
9,2271,1,978226186
9,721,1,978226212
9,2455,1,978226212
9,2738,1,978226231
9,1113,1,978226287
9,1808,1,978226287
9,2888,1,978226287
9,1533,1,978226319
9,124,1,978226319
9,1305,1,978226319
9,999,1,978226349
9,2535,1,978226349
9,2647,1,978226378
9,1220,1,978226401
9,1966,1,978226402
9,636,1,978226425
9,2263,1,978226443
9,747,1,978226474
9,0,1,978226474
9,997,1,978226500
9,1835,1,978226500
9,2447,1,978226500
9,1035,1,978226546
9,317,1,978226698
9,851,1,978226698
9,1628,1,978226739
9,2723,1,978226739
9,709,1,978226805
9,1482,1,978226805
9,309,1,978226833
9,981,1,978226866
9,1608,1,978226866
9,1991,1,978226866
9,2915,1,978226866
9,2937,1,978226896
9,1782,1,978226896
9,515,1,978226913
9,2457,1,978226951
9,959,1,978226968
9,2218,1,978227003
9,321,1,978227003
9,1570,1,978227003
9,509,1,978227028
9,715,1,978227029
9,552,1,978227051
9,57,1,978227051
9,1961,1,978227087
9,2575,1,978227143
9,737,1,978227166
9,2336,1,978227166
9,1110,1,978227188
9,2272,1,978227188
9,710,1,978227215
9,713,1,978227215
9,1280,1,978227239
9,471,1,978227239
9,513,1,978227263
9,869,1,978227263
9,985,1,978227300
9,855,1,978227300
9,971,1,978227300
9,1790,1,978227317
9,1805,1,978227336
9,2665,1,978227379
9,1502,1,978227442
9,2567,1,978227481
9,1457,1,978227503
9,270,1,978227503
9,2093,1,978227529
9,765,1,978227551
9,2446,1,978227574
9,1069,1,978227625
9,1784,1,978227625
9,1849,1,978227625
9,1606,1,978227646
9,512,1,978227646
9,1699,1,978227669
9,757,1,978227669
9,1534,1,978227669
9,2652,1,978227696
9,2054,1,978227696
9,6,1,978227763
9,800,1,978227763
9,1536,1,978227807
9,1664,1,978227842
9,2349,1,978227848
9,1068,1,978227871
9,950,1,978227912
9,1643,1,978227934
9,1550,1,978227993
9,1609,1,978228053
9,2410,1,978228053
9,1871,1,978228074
9,806,1,978228074
9,1543,1,978228118
9,1942,1,978228118
9,2761,1,978228153
9,867,1,978228153
9,517,1,978228174
9,1544,1,978228174
9,1688,1,978228212
9,2058,1,978228212
9,1083,1,978228212
9,1080,1,978228288
9,1459,1,978228288
9,2166,1,978228307
9,3109,1,978228307
9,2520,1,978228364
9,813,1,978228428
9,1135,1,978228451
9,3012,1,978228451
9,2832,1,978228525
9,812,1,978228546
9,820,1,978228601
9,1547,1,978228601
9,271,1,978228625
9,624,1,978228625
9,2579,1,978228644
9,1353,1,978228655
9,248,1,978228798
9,1927,1,978228798
9,1639,1,978228798
9,1618,1,978228820
9,475,1,978228848
9,215,1,978228886
9,2762,1,978228911
9,2435,1,978228930
9,1901,1,978228930
9,1576,1,978228966
9,1573,1,978228989
9,1637,1,978229007
9,1300,1,978229028
9,880,1,978229075
9,1622,1,978229097
9,282,1,978229147
9,1909,1,978229147
9,1660,1,978229171
9,797,1,978229171
9,1914,1,978229227
9,1265,1,978229266
9,733,1,978229273
9,1088,1,978229336
9,297,1,978229343
9,1218,1,978229389
9,1584,1,978229409
9,889,1,978229435
9,1538,1,978229459
9,1577,1,978229459
9,375,1,978229498
9,1079,1,978229517
9,1535,1,978229562
9,304,1,978229562
9,881,1,978229562
9,1111,1,978229624
9,1621,1,978229624
9,1579,1,978229624
9,1802,1,978229666
9,1902,1,978229666
9,650,1,978229716
9,242,1,978229716
9,210,1,978229811
9,3015,1,978229959
9,1962,1,978229979
9,1226,1,978229979
9,1663,1,978230063
9,46,1,978230090
9,1853,1,978230090
9,178,1,978230132
9,1312,1,978230253
9,2187,1,978230253
9,1494,1,978230330
9,617,1,978230330
9,474,1,978230386
9,173,1,978230426
9,1223,1,978230461
9,2233,1,978230540
9,1883,1,978230754
9,1600,1,978230923
9,454,1,978230923
9,3120,1,978295480
9,693,1,979167630
9,993,1,979167660
9,927,1,979167660
9,1874,1,979167660
9,694,1,979167758
9,1653,1,979167795
9,2885,1,979167795
9,1636,1,979167867
9,310,1,979167887
9,1014,1,979167906
9,697,1,979167926
9,292,1,979167945
9,833,1,979168008
9,1051,1,979168036
9,2468,1,979168036
9,222,1,979168077
9,864,1,979168108
9,883,1,979168108
9,1224,1,979168108
9,926,1,979168108
9,2021,1,979168108
9,1084,1,979168132
9,2521,1,979168132
9,1082,1,979168160
9,31,1,979168160
9,930,1,979168160
9,2350,1,979168160
9,1885,1,979168184
9,1541,1,979168210
9,2073,1,979168210
9,885,1,979168210
9,2211,1,979168267
9,1,1,979168267
9,2733,1,979168267
9,790,1,979168267
9,320,1,979168267
9,842,1,979168267
9,1553,1,979168295
9,1716,1,979168295
9,1667,1,979168295
9,2752,1,979168295
9,1633,1,979168309
9,1281,1,979168346
9,711,1,979168424
9,890,1,979168424
9,1367,1,979168470
9,953,1,979168470
9,603,1,979168564
9,2042,1,979168618
9,955,1,979775131
9,272,1,979775159
9,590,1,979775240
9,1876,1,979775266
9,699,1,979775329
9,1496,1,979775330
9,1624,1,979775364
9,607,1,979775386
9,968,1,979775448
9,804,1,979775485
9,816,1,979775485
9,962,1,979775521
9,2640,1,979775575
9,1020,1,979775615
9,460,1,979775615
9,803,1,979775689
9,1615,1,979775738
9,2139,1,979775973
9,1963,1,979776161
9,1392,1,979776206
9,2833,1,979776253
9,235,1,979776321
9,2405,1,980638330
9,2719,1,980638373
9,516,1,980638533
9,1322,1,980638575
10,928,1,978218913
10,272,1,978219547
10,514,1,978219607
10,48,1,978219607
10,2258,1,978219634
10,526,1,978219667
10,1322,1,978219701
10,2465,1,978219702
10,777,1,978219733
10,1070,1,978219776
10,856,1,978219776
10,2693,1,978219776
10,2180,1,978219815
10,616,1,978219869
10,622,1,978219895
10,475,1,978219917
10,1367,1,978219917
10,2028,1,978220030
10,1812,1,978220030
10,919,1,978220319
10,1459,1,978220393
10,2511,1,978220432
10,2502,1,978220521
10,833,1,978220622
10,298,1,978220669
10,2343,1,978220687
10,414,1,978220743
10,1452,1,978220867
10,1790,1,978220896
10,2524,1,978221047
10,415,1,978221260
10,1210,1,978221617
10,1319,1,978221676
10,2376,1,978902286
10,208,1,978902439
10,943,1,978902439
10,1201,1,978902521
10,1773,1,978902522
10,2218,1,978902902
10,1099,1,978902965
10,890,1,978902965
10,972,1,978903024
10,847,1,978903076
10,1016,1,978903107
10,2308,1,978903129
10,2205,1,978903186
10,2183,1,978903209
10,309,1,978903209
10,1699,1,978903278
10,927,1,978903297
10,2720,1,978903351
10,2844,1,978903365
10,1637,1,978903658
10,2485,1,978903701
10,2209,1,978903701
10,3012,1,978903728
10,2166,1,978903773
10,94,1,978903811
10,1338,1,978903927
10,1363,1,978903927
10,1350,1,978904024
10,557,1,978904024
10,1997,1,978904142
10,2112,1,978904242
10,286,1,978904356
10,185,1,978904376
11,781,1,978218568
11,2585,1,978218916
11,1031,1,978218916
11,928,1,978218949
11,3082,1,978218949
11,669,1,978218949
11,951,1,978218949
11,714,1,978220120
11,924,1,978220179
11,99,1,978220179
11,514,1,978220193
11,2879,1,978220216
12,927,1,978201320
12,1019,1,978201320
12,1045,1,978201342
12,926,1,978201342
12,252,1,978201368
12,864,1,978201368
12,272,1,978201660
12,460,1,978201660
12,514,1,978201672
12,1560,1,978201687
12,48,1,978201724
12,2021,1,978201740
12,2113,1,978201777
12,98,1,978201777
12,511,1,978201811
12,1068,1,978201843
12,1191,1,978201859
12,1080,1,978201884
12,1220,1,978201884
12,624,1,978201927
12,282,1,978201987
12,598,1,978202073
12,1199,1,978202073
12,990,1,978202201
12,928,1,978202201
12,714,1,978202201
12,934,1,978202201
12,1015,1,978202219
12,222,1,978202219
12,512,1,978202246
12,987,1,978202246
12,940,1,978202282
12,2745,1,978202283
12,1082,1,978202328
12,883,1,978202328
12,414,1,978202328
12,1688,1,978202353
12,1848,1,978202417
13,2404,1,978200320
13,2310,1,978200528
13,2376,1,978200689
13,2823,1,978200828
13,2113,1,978200975
13,2119,1,978200975
13,2180,1,978201003
13,2443,1,978201003
13,1874,1,978201003
13,252,1,978201244
13,991,1,978201280
14,928,1,978196126
14,2696,1,978196170
14,1503,1,978196188
14,2524,1,978196210
14,2129,1,978196348
14,2233,1,978196348
14,2258,1,978196348
14,2130,1,978196389
14,2112,1,978196389
14,2506,1,978196389
14,2121,1,978196418
14,2606,1,978196418
14,2381,1,978196442
14,2473,1,978196499
14,2685,1,978196499
14,2823,1,978196546
14,2520,1,978196657
14,1955,1,978196741
14,2965,1,978196741
14,1872,1,978196775
14,1874,1,978196817
14,2180,1,978196817
14,2522,1,978196848
14,2245,1,978196848
14,2244,1,978196848
14,3002,1,978196866
14,98,1,978196933
14,1762,1,978196975
14,1533,1,978197004
14,1534,1,978197004
14,2857,1,978197054
14,2306,1,978197453
14,1539,1,978197453
14,272,1,978197830
14,460,1,978197830
14,48,1,978197842
14,1560,1,978197856
14,2021,1,978197870
14,1322,1,978197887
14,67,1,978197903
14,256,1,978197928
14,2501,1,978197971
14,394,1,978197971
14,2502,1,978197985
14,414,1,978197998
14,1167,1,978198011
14,538,1,978198040
14,317,1,978198062
14,45,1,978198104
14,1459,1,978198104
14,1966,1,978198125
14,458,1,978198150
14,309,1,978198169
14,1247,1,978198169
14,94,1,978198235
14,2576,1,978198236
14,5,1,978198250
14,2760,1,978198323
14,117,1,978198350
14,2937,1,978198394
14,639,1,978198420
14,1101,1,978198442
14,1297,1,978198442
14,1260,1,978198456
